title,pl,en
Uwielbiam Imię Twoje Panie," Uwielbiam imię Twoje Panie, wywyższam Cię i daję Ci hołd, w przedsionku chwały Twej staję, z radością śpiewam Ci pieśń.  O Panie Jezu chcę wyznać, że ja kocham Ciebie, Ty zmieniasz mnie. Chcę Ci dziękować dziś ze wszystkich sił.  Dajesz mi siebie bym na wieki żył. ","I love Your Lord's Name, I exalt You and give You homage, I am standing in the vestibule of Your glory, I joyfully sing to You a song. O Lord Jesus, I want to confess that I love You, You change me. I want to thank you today with all my strength. You give me myself to live forever."
Uwielbiam Twoje Imię," Uwielbiam Twoje Imię,  Uwielbiam Twoje serce Uwielbiam święte rany  zadane w krwawej męce  Uwielbiam Twoją drogę i z Krzyża siedem słów ","I love your name, I love your heart I love holy wounds inflicted in bloody torment I love your way and from the cross seven words"
W cieniu Twoich rąk," W cieniu Twoich rąk ukryj proszę mnie. Gdy boję się, gdy wokół mrok, bądź światłem, bądź nadziei dniem.  Wszystkim o czym śnię, głosem w sercu mym.  Jak ręka, która trzyma mnie nad brzegiem nocy, brzegiem dni. Bądź jak skrzydła dwa kiedy braknie sił.  Chwyć mnie i nieś. Niech niebo bliżej będzie.  Tak bardzo chcę w ramionach skryć się Twych. ","In the shadow of your hands, please hide me. When I am afraid when around darkness, be light or hope for the day. To all I dream about, with my voice in my heart. Like a hand that keeps me on the edge of the night, the edge of the day. Be like two wings when you lack strength. Grab me and bring me. Let the sky be closer. I want to hide Yourself so much in your arms."
W swe ramiona, W swe ramiona mnie weź  Mocą krzyża dodaj sił  W księgę życia wpisz mnie Do swej chwały przyjąć chciej. ,"In my arms, take me with the power of the cross, give me strength. In the book of life, write me. Take my will to my glory."
W swoim wielkim (Pieśń o nadziei)," W swoim wielkim miłosierdziu, Bóg nas zrodził do nadziei, W swoim wielkim miłosierdziu, Bóg nas zrodził do nadziei,  Do wielkiej nadziei. ","In his great mercy, God gave birth to hope, in His great mercy, God gave birth to hope, To great hope."
W Tobie jest światło," W Tobie jest światło każdy mrok rozjaśnia W Tobie jest życie Ono śmierć zwycięża Ufam Tobie ,miłosierny  Jezu wybaw nas ","There is light in You, every darkness brightens in You is life. It is death that overcomes you I trust in You, Merciful Jesus, save us"
Wejdźmy do Jego bram," Wejdźmy do Jego bram z dziękczynieniem, U Jego tronu oddajmy cześć. Wejdźmy do Jego bram z uwielbieniem, Radosną Panu śpiewajmy pieśń. Rozraduj się w Nim, Twym Stworzycielu, Rozraduj się w Nim, Światłości Twej, Rozraduj się w Nim, Twym Zbawicielu, Rozraduj się w Nim i wywyższać Go chciej.  Alleluja, alleluja, alleluja, alleluja! ","Let us enter His gates with thanksgiving, Let us worship him. Let us enter His gates adoringly, Joyful Lord, let us sing a song. Rejoice in Him, your Creator, Rejoice in Him, Light Yourself, Rejoice in Him, your Savior, Rejoice in Him and exalt Him. Alleluia, alleluia, alleluia, alleluia!"
Wielbi Dusza moja Pana (Magnificat),"Wielbi dusza moja Pana i raduje się duch mój w Bogu, Zbawicielu moim. Bo wejrzał na uniżenie swojej służebnicy, Oto bowiem odtąd  błogosławić mnie będą wszystkie pokolenia.  Gdyż wielkie rzeczy uczynił mi Wszechmocny,  A Jego imię jest święte. Jego miłosierdzie z pokolenia na pokolenia nad tymi, którzy się Go boją. Okazał moc swego ramienia, rozproszył pyszniących się zamysłami serc swoich. Strącił władców z tronu, a wywyższył pokornych. Głodnych nasycił dobrami, A bogatych z niczym odprawił. Ujął się za swoim sługą, Izraelem, pomny na swe miłosierdzie. Jak obiecał naszym ojcom, Abrahamowi i jego potomstwu na wieki. Chwała Ojcu i Synowi i Duchowi Świętemu Jak była na początku, teraz i zawsze  i na wieki wieków Amen. ","The soul of my Lord worships and my spirit rejoices in God, my Savior. Because he looked at the humiliation of his handmaid, for here, from now on, all generations will bless me. For the Almighty has done great things for me, and His name is holy. His mercy from generation to generation over those who fear Him. He showed the power of his arm, dispersed his heart-boiling thoughts. He put down the rulers from the throne and exalted the humble. He filled the hungry with good things, and sent the rich away with nothing. He took charge of his servant, Israel, mindful of his mercy. As he promised our fathers, Abraham and his offspring forever. Glory be to the Father and to the Son and to the Holy Spirit As at the beginning, now and always and for ever and ever Amen."
Wielbić Pana chcę," Wielbić Pana chcę,  radosną śpiewać pieśń  Wielbić Pana chcę,  On źródłem życia jest ","To praise the Lord, I want to sing joyfully to sing the song. I want to worship the Lord, he is the source of life"
Wiele jest serc," Wiele jest serc które czekają na Ewangelię,  Wiele jest serc, które czekają wciąż.  Napełnij serce twoje  tym kosztownym nasieniem.  A zobaczysz, że Bóg  poprowadzi Cię do ludzi.   Wiele jest serc które czekają na Ewangelię,  Wiele jest serc, które czekają wciąż.  Sam zobaczysz, że Bóg  poprowadzi cię do ludzi, Których będziesz mógł  zaprowadzić do Chrystusa.  ","There are many hearts that are waiting for the Gospel, There are many hearts that are still waiting. Fill your heart with this precious seed. And you'll see that God will lead you to people. There are many hearts that are waiting for the Gospel, There are many hearts that are still waiting. You will see for yourself that God will guide you to the people whom you will be able to lead to Christ."
Wierzę w Ciebie Panie," Wierzę w Ciebie Panie coś mnie obmył z win,  wierzę, że człowiekiem stał się Boży Syn. Miłość Ci kazała krzyż na plecy brać,  w tabernakulum zostałeś, aby z nami trwać.  Jesteś przewodnikiem nam do wieczności bram,  tam przygarniasz nas do siebie.  Tyś jest moim życiem, boś Ty żywy Bóg, Tyś jest moją drogą, najpiękniejszą z dróg. Tyś jest moją prawdą, co oświeca mnie, boś odwiecznym Synem Ojca,  który wszystko wie. Nic mnie nie zatrwoży już  wśród najcięższych burz, bo ty Panie jesteś ze mną.  Tyś jest moją siłą, w Tobie moja moc, Tyś jest mym pokojem w najburzliwszą noc, Tyś jest mym ratunkiem, gdy zagraża toń, moją słabą ludzką rękę ujmij w swoją dłoń. Z Tobą przejdę poprzez świat w ciągu życia lat i nic złego mnie nie spotka.  Tobie Boże Ojcze wiarę swoją dam. W Tobie Synu Boży ufność swoją mam. Duchu Święty Boże w serce moje zstąp i miłości Bożej ziarno rzuć w me serce w głąb. W duszy mojej rozpal żar, siedmioraki dar, daj mi stać się Bożą rolą. ","I believe in You, Lord, I washed something from the wine, I believe that God's Son became man. Your love told me to take the cross on the back, you stayed in the tabernacle to stay with us. You are guiding us to the eternity of the gates, you are taking us there. You are my life, because you are a living God, You are my way, the most beautiful way. You are my truth, which enlightens me, be the eternal Son of the Father who knows everything. Nothing will terrify me from the hardest storms, because you are with me. You are my strength, in You my strength, You are my peace on the stormiest night, You are my salvation, when it threatens me, take my weak human hand in your hand. With You I will go through the world during the years of my life and nothing bad will happen to me. To You, God, Father, I will give my faith. In You, Son of God, I have my trust. Holy Spirit, God, in the heart of my descent and the love of God, throw the heart into my heart. In my soul, light a fire, give me seven gifts, let me become God's role."
Wszelka chwała," Wszelka chwała, wszelka cześć,  Wszelka Moc Twoja jest.   Święty Ojcze, uwielbiam Cię,  Drogi Jezu, mój Zbawco, Duchu Święty, czekam, przyjdź,   Ześlij ogień. ","All glory, all hello, all Your strength is. Holy Father, I adore You, Dear Jesus, my Savior, Holy Spirit, I am waiting, come, send fire."
Wszyscy ludzie (Nadejdzie dzień)," Wszyscy ludzie klaszczą w dłonie,  cała ziemia śpiewa, śpiewa. Wielka radość na Syjonie, Król zstępuje z nieba, z nieba.  Nadejdzie dzień, nadejdzie dzień, zobaczy to każdy z nas. Nadejdzie dzień, nadejdzie dzień, uwielbi Go cały świat. ","All people clap their hands, the whole land sings, sings. Great joy in Zion, the King descends from heaven, from heaven. The day will come, the day will come, everyone will see it. The day will come, the day will come, the world will adore Him."
Wszystkie narody klaskajcie," Wszystkie narody, klaskajcie w dłonie,  wykrzykujcie Bogu radosnym głosem,  bo Pan Najwyższy jest Królem  nad całą ziemią    Śpiewajcie, wszystkie  narody. Śpiewajcie radosnym głosem. Śpiewajcie Królowi. ","All nations, clap your hands, shout God with a joyful voice, for the Lord is the King over the whole earth Sing all nations. Sing in a cheerful voice. Sing to the King."
Wszystko mogę w Tym," Wszystko mogę w tym,  który mnie umacnia  Jezus, On mnie umacnia ","I can do everything in the one that strengthens me, Jesus strengthens me"
Wykrzykujcie Bogu," Wykrzykujcie Bogu, wykrzykujcie Królowi, klaszczcie w dłonie i hymny śpiewajcie.    Pan najwyższy, straszliwy –  Jest Królem całej ziemi!  On poddaje nam narody –  Jest Królem całej ziemi! Ludy rzuca nam pod stopy –  Jest Królem całej ziemi! Bóg Abrahama!  Wykrzykujcie Bogu, wykrzykujcie Królowi, klaszczcie w dłonie i hymny śpiewajcie.    Wybrał dla nas dziedzictwo –  Jest Królem całej ziemi! Bo nas bardzo miłuje –  Jest Królem całej ziemi! Śpiewajcie Mu, śpiewajcie –  Jest Królem całej ziemi! Bóg Abrahama, Izaaka i Jakuba.  Wykrzykujcie Bogu, wykrzykujcie Królowi, klaszczcie w dłonie i hymny śpiewajcie.    On zasiada na tronie –  Jest Królem całej ziemi! Możni świata hołd Mu złożą –  Jest Królem całej ziemi! Bo do Niego należą –  Jest Królem całej ziemi! Bóg Abrahama, Izaaka i Jakuba. ","Shout God, shout to the King, clap your hands and sing hymns. The supreme Lord, terrible - He is the King of the whole earth! He is giving us nations - He is the King of all earth! People throw us at our feet - He is the King of the whole earth! God of Abraham! Shout God, shout to the King, clap your hands and sing hymns. He chose a heritage for us - He is the King of the whole earth! Because he loves us very much - He is the King of the whole earth! Sing to Him, sing - He is the King of all earth! God of Abraham, Isaac and Jacob. Shout God, shout to the King, clap your hands and sing hymns. He sits on the throne - He is the King of the whole earth! The people of the world will pay homage to Him - He is the King of the whole earth! Because they belong to Him - He is the King of the whole earth! God of Abraham, Isaac and Jacob."
Wykrzykujcie na cześć Pana," Wykrzykujcie na cześć Pana  wszystkie ziemie,  wśród okrzyków i radości wysławiajcie Go.  Wiedzcie, że Pan jest Bogiem, On sam stworzył nas.  Jesteśmy Jego ludem,  jesteśmy Jego własnością.  Wykrzykujcie na cześć Pana  wszystkie ziemie,  wśród okrzyków i radości wysławiajcie Go.  W Jego bramy wstępujcie z dziękczynieniem, wśród hymnów w Jego przedsionki, błogosławcie imię Jego, chwalcie Pana dziś.  Wykrzykujcie na cześć Pana  wszystkie ziemie,  wśród okrzyków i radości wysławiajcie Go.  Albowiem dobry jest Pan, łaskawość Jego na wieki. Albowiem dobry jest Pan, Jego wierność przez pokolenia. ","Shout all lands in honor of the Lord, praise Him with shouts and joy. Know that the Lord is God, he created us. We are His people, we are His property. Shout all lands in honor of the Lord, praise Him with shouts and joy. In His gates, enter with thanksgiving, among the hymns in His vestibules, bless His name, praise the Lord today. Shout all lands in honor of the Lord, praise Him with shouts and joy. For the Lord is good, his love be forever. For the Lord is good, his faithfulness for generations."
"Wzywam Cię, Duchu przyjdź"," Wzywam Cię Duchu przyjdź  Czekam wciąż byś dotknął mnie  Wołam Cię Panie przyjdź  Jezu Zbawco do dzieci Twych    Jak spragniona ziemia rosy dusza ma  Tylko Ty możesz wypełnić  Serca głód, serca głód  Głębią mórz, potęgą wód Boże mój nie mogę bez Twej miłości żyć Nie chcę bez Ciebie żyć  Jak spragniona ziemia rosy dusza ma  Tylko Ty możesz wypełnić  Serca głód, serca głód ","I am calling you, come, I am waiting, you will touch me, I call you, Lord, come, Jesus, Savior to your children. Thirsty land of dew. Only you. You can fill your heart. Hunger, heart hunger. Deep sea, power of water. I can not live without God. I do not want without You. live Like a thirsty land of dew, the soul has Only You can fill your heart with hunger, with hunger"
Zaprowadź mnie tam," Zaprowadź mnie tam  skąd powrotu nie ma. Gdzie ustaje wiara, spełnia się nadzieja. Gdzie światłością pachnie  każdy skrawek nieba, bo ją na swój obraz Miłość wylewa. ","Lead me to where there is no return. Where faith stops, hope is fulfilled. Where every fragrance of heaven smells, for it is poured out in its image."
Zaufaj Panu już dziś," Jak się nie bać, powiedz jak, kiedy w strachu żyje świat.  Zaufaj Panu już dziś. Jak uwierzyć, powiedz mi, kiedy już nie wierzę w nic. Zaufaj Panu już dziś.  Zaufaj Panu już dziś!  Zaufaj Panu już dziś!   Jak mam kochać, powiedz jak, kiedy rani mnie mój brat. Zaufaj Panu już dziś. Jak być dobrym, powiedz mi, kiedy świat jest taki zły. Zaufaj Panu już dziś.  Zaufaj Panu już dziś!  Zaufaj Panu już dziś!   Jak mam walczyć, powiedz jak, kiedy silnej woli brak. Zaufaj Panu już dziś. Jak pokonać własny grzech, kiedy pokus tyle jest. Zaufaj Panu już dziś.  Zaufaj Panu już dziś!  Zaufaj Panu już dziś!   Jak się cieszyć, powiedz mi, kiedy płyną gorzkie łzy. Zaufaj Panu już dziś. Jak do ładu z sobą dojść, kiedy siebie mam już dość. Zaufaj Panu już dziś.  Zaufaj Panu już dziś!  Zaufaj Panu już dziś!   Jak nie zbłądzić, powiedz mi, kiedy nie wiem dokąd iść. Zaufaj Panu już dziś. Jak nadzieję w sercu mieć, kiedy wszystko wali się. Zaufaj Panu już dziś.  Zaufaj Panu już dziś!  Zaufaj Panu już dziś!  ","How not to be afraid, say how when the world is in fear. Trust the Lord today. How to believe, tell me when I do not believe in anything anymore. Trust the Lord today. Trust the Lord today! Trust the Lord today! How to love, say how, when my brother hurts me. Trust the Lord today. How to be good, tell me when the world is so bad. Trust the Lord today. Trust the Lord today! Trust the Lord today! How do I fight, say how, when there is no strong will. Trust the Lord today. How to overcome your own sin when temptation is so much. Trust the Lord today. Trust the Lord today! Trust the Lord today! How to be happy, tell me when bitter tears are flowing. Trust the Lord today. How to get along with each other when I'm tired of myself. Trust the Lord today. Trust the Lord today! Trust the Lord today! How not to go wrong, tell me when I do not know where to go. Trust the Lord today. How to hope in your heart when everything collapses. Trust the Lord today. Trust the Lord today! Trust the Lord today!"
Zbawca," Jesteśmy Twymi dziećmi, potrzebujemy Ciebie,  miłości która trwa.  Dobroci nieskończonej, łaski i nadziei  na wybawienie.  Zbawca, On porusza góry, mój Bóg ma zbawienia moc,  On ma zbawienia moc. Na zawsze sprawca odkupienia, Zmartwychwstał pokonał śmierć Jezus zwyciężył śmierć.  Więc weź mnie, jakim jestem,  z mym grzechem i mym lękiem wypełnij życie me. Oddaję moje serce, wszystko to, w co wierzę oddaję Tobie.  Zbawca, On porusza góry, mój Bóg ma zbawienia moc,  On ma zbawienia moc. Na zawsze sprawca odkupienia, Zmartwychwstał pokonał śmierć Jezus zwyciężył śmierć.  Ześlij światło, niechaj ujrzy świat tę chwałę, co roztacza zmartwychwstały Pan, Jezus.  Zbawca, On porusza góry, mój Bóg ma zbawienia moc,  On ma zbawienia moc. Na zawsze sprawca odkupienia, Zmartwychwstał pokonał śmierć Jezus zwyciężył śmierć. ","We are Your children, we need You, a love that lasts. Goodness of the infinite, grace and hope for deliverance. Savior, He moves mountains, my God has salvation power, He has salvation power. Forever, the perpetrator of redemption, the Resurrected man defeated death. Jesus won the death. So take me as I am, with my sin and fill my life with my fear. I give away my heart, all that I believe in, I give to You. Savior, He moves mountains, my God has salvation power, He has salvation power. Forever, the perpetrator of redemption, the Resurrected man defeated death. Jesus won the death. Send light, let him see the world with this glory, which the resurrected Lord, Jesus, offers. Savior, He moves mountains, my God has salvation power, He has salvation power. Forever, the perpetrator of redemption, the Resurrected man defeated death. Jesus won the death."
"Ziemia, którą mi dajesz"," Ziemia, którą mi dajesz  nie jest fikcją ani bajką. Wolność, którą mam w Tobie jest prawdziwa. Wszystkie góry na drodze muszą ustąpić, bo wiara góry przenosi, a ja wierzę Tobie.  Będę tańczyć przed Twym tronem  i oddam Tobie chwałę  i nic już nie zamknie mi ust.  Żaden mur i żadna ściana,  największa nawet tama  Już nie, nie zatrzyma mnie już   Większy, większy jest we mnie Ten, który mnie umacnia. I żaden Goliat nie może z Nim równać się.  Będę tańczyć przed Twym tronem  i oddam Tobie chwałę  i nic już nie zamknie mi ust.  Żaden mur i żadna ściana,  największa nawet tama  Już nie, nie zatrzyma mnie już  ","The land you give me is not a fiction or a fairy tale. The freedom I have in you is true. All mountains on the way must give way, because faith moves the mountains, and I believe in You. I will dance before Your throne and I will give You glory and nothing will close my mouth. No wall and no wall, even the largest dam No longer, no longer will the Greater retain me, the Greater who strengthens me in me. And no Goliath can match Him. I will dance before Your throne and I will give You glory and nothing will close my mouth. No wall and no wall, even the largest dam. No more, it will not stop me anymore"
Zmartwychwstał Pan," Zmartwychwstał Pan i żyje dziś  blaskiem jaśnieje noc.  Nie umrę, nie lecz będę żył  Pan okazał swą moc.  Krzyż to jest brama Pana, jeśli chcesz przez nią wejdź.  Zbliżmy się do ołtarza,  Bogu oddajmy cześć.  Dzięki składajmy Mu,  bo wielka jest Jego łaska.  Z grobu powstał dziś Pan,  a noc jest pełna blasku. Chcę dziękować Mu  i chcę Go dziś błogosławić. Jezus, mój Pan i Bóg,  On przyszedł aby nas zbawić.  Zmartwychwstał Pan i żyje dziś  blaskiem jaśnieje noc.  Nie umrę, nie lecz będę żył  Pan okazał swą moc.  Krzyż to jest brama Pana, jeśli chcesz przez nią wejdź.  Zbliżmy się do ołtarza,  Bogu oddajmy cześć.  Lepiej się uciec do Pana  niż zaufać książętom. Pan, moja moc i pieśń,  podtrzymał gdy mnie popchnięto Już nie będę się bał,  cóż może zrobić mi śmierć? Nie, nie lękam się i śpiewam chwały pieśń  Zmartwychwstał Pan i żyje dziś  blaskiem jaśnieje noc.  Nie umrę, nie lecz będę żył  Pan okazał swą moc.  Krzyż to jest brama Pana, jeśli chcesz przez nią wejdź.  Zbliżmy się do ołtarza,  Bogu oddajmy cześć.  Odrzucony Pan  stał się kamieniem węgielnym. Pan wysłuchał mnie,  On jest zbawieniem moim. Cudem staje się noc  gdy w dzień jest przemieniona. Tańczmy dla niego dziś  prawica Pańska wzniesiona.  Zmartwychwstał Pan i żyje dziś  blaskiem jaśnieje noc.  Nie umrę, nie lecz będę żył  Pan okazał swą moc.  Krzyż to jest brama Pana, jeśli chcesz przez nią wejdź.  Zbliżmy się do ołtarza,  Bogu oddajmy cześć. ","The Lord is resurrected and today the light shines brightly. I will not die, but I will live. The Lord has shown his power. The cross is the gate of the Lord, if you want to come through it. Let us approach the altar, let us worship God. Thanks let us give Him, because His grace is great. The Lord was created from the grave today, and the night is full of light. I want to thank Him and I want to bless Him today. Jesus, my Lord and God, He came to save us. The Lord is resurrected and today the light shines brightly. I will not die, but I will live. The Lord has shown his power. The cross is the gate of the Lord, if you want to come through it. Let us approach the altar, let us worship God. It is better to escape to the Lord than trust the princes. The Lord, my power and song, upheld me when I was pushed. I will not be afraid anymore, what could death do to me? No, I am not afraid and I am singing the glorious song. The Lord resurrected and today the light shines brightly. I will not die, but I will live. The Lord has shown his power. The cross is the gate of the Lord, if you want to come through it. Let us approach the altar, let us worship God. The rejected Lord became the cornerstone. The Lord listened to me, He is my salvation. The night becomes a miracle when it is transformed during the day. Let us dance for him today, the Lord's right hand raised. The Lord is resurrected and today the light shines brightly. I will not die, but I will live. The Lord has shown his power. The cross is the gate of the Lord, if you want to come through it. Let us approach the altar, let us worship God."
Łaskawość Twoja Panie,"Łaskawość Twoja Panie sięga nieba, A Twoja wierność samych obłoków. ",Kindness Your Lord reaches heaven and Your loyalty to the clouds.
Łaską jesteśmy zbawieni,"Łaską jesteśmy zbawieni, z łaski możemy tu stać. Łaska usprawiedliwieni i przez Baranka krew. Wzywasz nas Panie do siebie, przez Twój w niebie tron. My łaską obdarzeni Tonie składamy hołd Tobie składamy hołd. ","By grace we are saved, we can stand by grace. Grace justified and blood through the Lamb. You are calling us to Himself, through Your throne in heaven. We, grace, bless us, we pay homage to You."
Święte Imię Jezus," Święte Imię Jezus, święte imię Jezus jest na ustach mych i w sercu mym, w mocy Ducha uwielbiam Cię.  Nie ma w innym zbawienia, gdyż nie dano nam ludziom  innego imienia,  w Nim zbawienie jest ","Holy Name Jesus, holy name Jesus is on my lips and in my heart, in the power of the Spirit, I adore you. There is no salvation in another, for we have not been given a different name to men, in him there is salvation"
Święty Święty... (Otwieram serce swe)," Święty, Święty, Święty, Święty, Święty Pan  Święty, Święty, Święty, Święty Bóg i Król   Otwieram serce swe  Podnoszę ręce swe  Królu wejdź i rozgość się. ","Holy, Holy, Holy, Holy, Holy Lord, Holy, Holy, Holy God and King, I open my heart, I lift my hands, let my King come in and make yourself comfortable."
